,pp_upper_001,pp_upper_002,pp_upper_003,pp_upper_004,pp_upper_005,pp_upper_006,pp_upper_007,pp_upper_008,pp_upper_009,pp_upper_010,pp_upper_011,pp_upper_012,pp_upper_013,pp_upper_014,pp_upper_015,pp_main_001,pp_main_002,pp_main_003,pp_main_004,pp_main_005,pp_main_006,pp_main_007,pp_main_008,pp_main_009,pp_main_010,pp_main_011,pp_main_012,pp_main_013,pp_main_014,pp_main_015,pp_main_016,pp_main_017,pp_main_018,pp_main_019,pp_main_020,pp_main_021,pp_main_022,pp_main_023,pp_main_024,pp_main_025,pp_main_026,pp_main_027,pp_main_028,pp_main_029,pp_main_030,pp_main_031,pp_main_032,pp_main_033,pp_main_034,pp_main_035,pp_lower_001,pp_lower_002,pp_lower_003,pp_lower_004,pp_lower_005,pp_lower_006,pp_lower_007,pp_lower_008,pp_lower_009,pp_lower_010,pp_lower_011,pp_lower_012,pp_lower_013,pp_lower_014,pp_lower_015,rch_mult,ghbcond_mult,riverbedk_mult,channel_mult,backfill_mult
base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
real_0001,0.036657374642754884,0.016158733293648406,-0.19683986067099424,-0.11435438002222514,0.3593387089401186,0.014237085528873247,0.18555077492328306,-0.10866834296639129,-0.5391925050356903,-0.46939354225437874,0.38103168050644115,0.7245964047659283,0.42082810174436835,-0.03617334476078059,-0.25866375179653883,0.6329006259524327,1.0535205140269526,0.582004448163552,-0.5261855262146249,-0.11064127799843462,-0.07495943319771457,-0.08006102050146724,0.4855620556664318,0.5248397973439919,0.536620974688663,-0.039479950356649224,-0.21292226536160724,-0.6620289701200035,0.3403528259943419,-0.6222097500987122,-0.08796996125137393,-0.23274036407344098,0.2428086797183007,-0.28213730617041477,-0.4219703060539592,-0.016581576178371915,-0.21684927929956993,-0.43861712961484534,-0.8983081642512672,-0.1965090386402049,-0.07178718279129347,-0.07783639192617475,0.6963983661751159,-0.6797775270064367,-0.6653250883653443,0.33355452361471943,-0.3094786119536688,0.15195371948825204,0.20388128753173015,0.9976960547900874,0.6409485949447,-0.08236512682111473,0.4658727112802269,0.3239414259698279,0.07098218591659664,-0.18335040133396832,-0.1115165467530229,-0.11582069014692854,0.5699504562716972,0.4294623734559793,0.1526582147893795,-0.3803817572647902,-0.014127582901860388,0.1731105928859515,-0.3464514500525571,1.0457075619631646,1.2591025321246279,1.1030820805801622,1.0779383410640004,0.6693647166770802
real_0002,0.07007193555620128,-0.20967113682277666,0.8993406474163759,0.5693160992930205,-0.20014510693245063,-0.0523915065672878,0.13827172349143482,0.3872614760086309,0.19382409844138712,-0.0974808698253831,0.7570298106042702,0.11519545222826402,-0.11379385488469163,0.31577097090955597,-0.23350034883261248,-0.15883477620293662,0.7843904931398001,-0.2813245823482189,0.10797613767663232,0.10184863095754579,0.6255787258267529,0.27816444211613334,0.17400530263543373,0.13812760371723934,0.27500149127061874,0.19220823190663916,0.07976228045618483,0.12803911729048048,0.4023882905322289,-0.38383068886176186,-0.27962215528398954,-0.05189567206356044,0.32126118917140317,0.18813457054212718,-0.03802984411966886,0.8096761473410701,-0.3701743488290544,-0.2450639930648856,0.5374151496643607,0.8448796630425962,0.24930881303731103,-0.4995561847684527,-0.038616161241684016,-0.5777219072719026,0.3780499305933379,0.4282515665999463,0.21499323009387417,-0.3013109635446602,-0.5539749157620653,-0.33182171620427586,0.3279250615318452,-0.09399865298249685,0.48237167870137476,0.4266628844430477,-0.6050613036494853,0.04013279172941318,-0.4327288606455085,0.027874384856829887,0.004835006846837723,0.14899227686645158,-0.20895809269016577,-0.8955055303697804,-0.21411803228082862,0.3447063012537139,0.03573939310315868,0.8440023840639257,0.7699207892625793,0.8844922225288698,1.0205106367452534,0.8784514673252383
real_0003,-0.4417768387205233,-0.048656695605928085,-0.36638573307278854,-0.22944063742796897,0.4791253431749429,-0.350093399117694,-0.018418642840706066,-0.49317225427979233,0.21848974515332187,0.5421057927338866,-0.10467191728373693,-0.08449680467944734,-0.04397132399343498,-0.3857512366040076,-0.5479781614347381,-0.9476952413172631,-0.344231885899695,0.5651777780390621,-0.44761771982399534,0.11253657857299891,0.8774320312476062,-0.025280106385027208,-0.9646647429763164,0.2431244980624768,0.7503910896382456,0.5513433292114466,0.6404903942540119,0.6427422483356129,0.1928590924059991,0.21677862941618908,0.31456132551699345,0.6317869855943963,0.5843610608888479,0.3371905084969964,0.5823922957463339,0.3013315629768346,0.3865089471914682,0.5720205141460812,-0.4163632504096378,-0.3028706086521756,0.29354432279564,0.5656931325135593,0.1670843839170387,-0.27688224444979037,-0.4041943224142853,-0.6700978635099524,-0.6721030686955521,-0.4303520546293593,0.9110334135590485,0.7839564025836903,-0.6916582455855136,0.19988409795241127,0.3951027189954246,0.29350124388839316,0.20088118146553607,-0.1461836545531945,-0.1380305690385764,-0.1418873496723387,-0.5833361140500337,-0.31526117522219815,0.10623552525375228,0.09640037652274987,-0.19915409495109448,-0.14548278015790983,-0.5732449489323334,1.1125676793709687,1.1295742020547284,1.2548894433882478,0.9705115020163665,1.1050566773686463
real_0004,0.5339926758688646,-0.17260743951540916,-0.041077677809593455,0.013389143162119,0.08530901810086657,0.6145919774290158,0.24290842846490396,-0.3289056100002406,-0.7633566468067626,-0.3743652960508692,0.2967381185105629,-0.08246578101437499,-0.5127949693016756,-0.2868643123676557,-0.1633016609493886,0.8295959424086402,0.32458608529113026,0.8945564285106216,0.6330658788716147,0.49487258397395983,-0.013966916146137449,0.3528679786340597,0.0557945001889669,0.11884167668645598,-0.010989968257661336,0.010019170510346967,-0.09004559853441234,0.497233631286299,-0.026015778733829792,0.582884463052314,-0.08630803477446705,-0.0035714589108945508,-0.706276911622287,0.36790100829316813,0.34666789997111136,0.2743241364629687,-0.3621356738078838,-0.14518582835567018,-0.179476106575202,-1.2,-0.48807491030070815,0.25503136095261875,0.23522594123553514,-0.6690216482160136,-0.21965221220326814,-0.5351952859442627,-0.6251845139247492,-0.3804457889658333,-0.06672241150355068,-0.5470529061434446,-0.31777253091830093,-0.48387409744218923,0.07405403818576109,0.3697491542285142,0.14356004498647187,-0.20206403594479194,-0.33307119430870763,-0.10409255534793772,0.4309219363060311,0.14693280768708508,0.03081964805058377,0.1865321883597966,-0.19553429053927812,0.3332479589364551,0.7261741486114824,1.141084707458682,0.9507212165315659,0.874482492712616,1.3176552214298525,0.9744008233472259
real_0005,-0.5516283352945098,-0.9383802979493606,-0.48721165374446274,-0.3790456832106004,0.12658131753752586,-0.7083033735997942,-1.0,-0.27973720942330166,-0.5175572203400587,0.23724096380686605,-0.5856682590546495,-0.9188547041811372,-0.4808076664522341,-0.04803102600903685,0.04093496257933264,0.4984422669305823,0.40427720113779597,-0.1721420180767999,0.5033145238861172,0.5236803635726984,-0.25223356811065445,-0.15929810774950398,-0.12940019159772503,-0.46146387986429116,-0.33062110182600146,0.15551432302138865,-0.3250712651091983,-0.06738225432657552,0.04818316626086876,-0.6963857270293591,-0.46680336355405444,-0.2188085932963391,-0.8905916802767486,-0.29474015126096065,-0.5522774046245672,0.41207907604518346,-1.150438695890138,0.20485906128669204,-0.05259175175181113,-0.7460763739746439,-0.7557972996179697,-0.1611913801171633,-1.1134383405552766,0.41552049642350597,0.0611896265012233,-0.5654977116713055,-0.6990667530474265,-1.2,-0.5451667862571027,-0.4509114723120771,0.23130722351388447,-0.21321164427907918,0.2523045828620538,-0.05409891754696738,-0.5677385288358664,-0.1239361594461912,0.06833490323614072,0.1766639265752354,0.4172402222543481,-0.21583883846572385,0.004719797946413478,0.15159533516941565,0.2957859898976824,0.13196837231218086,0.22626546580607212,0.7073447217019245,0.9908013481256729,0.8726769433795528,0.8755585109410564,0.8373590948986019
real_0006,-0.3019799252224442,-0.08777920272158134,-0.2454211545937417,0.2671505420686439,0.25327440420551484,0.017516160070316096,0.11550979581735923,0.04164940431866237,0.0184788136511251,-0.5454221365408501,-0.053938640802603,-0.205310281860005,-0.26322751433711106,-0.3746462171076864,-0.6723166813524303,-0.10485577264223625,-0.2974546445561216,0.1251644141637243,-0.0915718156190613,-0.472055673708479,0.19717229089719446,-0.21707084538241758,-0.6337395625854009,0.14458281583059204,0.0056650821565086325,0.722898060313106,0.08066456415107964,-0.7325179318148912,-0.32198998759468567,-1.1777019072310173,-0.004478158676882035,0.2887752516852974,0.7169319738709821,0.30101349719539233,-0.21187791968123745,-0.25952306055067187,-1.1348495792305848,-0.7286115775159583,0.1692441835707802,0.35483764229531545,0.15955772871224305,-0.10914431119407193,0.6900106881410494,-0.6401819404022424,-0.15915227576599542,0.03326784558477518,0.05289985138922027,-0.22944079501382367,-0.20812266242146926,0.08496910466898885,0.27640307626821203,0.21484787640566097,0.32765091410056757,0.5281264450440869,0.30449905027203045,-0.3776830281063268,0.7174604204506171,0.7028298033776978,0.45079959363368066,-0.40597791430099445,-0.21054312325815136,0.20404890364241338,0.10111425026632886,0.3140189109948388,-0.32954479732515185,0.8046730739706522,0.8420652233944077,1.1082263221609063,1.4120596341048157,0.8314468845688727
real_0007,0.35795441936709876,0.330660473477004,0.4277268933379737,0.44046091024765416,0.6338118998924676,-0.06227924503963418,0.02541049037906755,0.045178351574539845,0.017893119751292673,0.03596338043422431,0.5505607131454908,-0.03486918832880905,0.10819922209046993,0.06966952415635154,0.03064940791868268,-0.304841282892497,-0.09795415143095529,0.6625132415991728,0.18830666662514992,0.555284147987091,0.16444882355219398,0.21759375223225916,0.32392632246240693,0.40236152235500705,0.6236902245811236,0.2926670250324189,-0.12395816824637809,0.07490537387437282,0.09858630864483847,0.7520010177869783,0.3349400432806082,0.7117127964089096,-0.40681974871008586,-0.07586191559883652,-0.012950396469483191,-0.20016022630106628,0.024838912281580666,0.5026465103891883,0.3267122329492831,-0.31797213128190904,-0.1939946851077911,-0.3071282482341573,-0.026870432492259705,0.4682415139074909,-0.297152629425002,0.1779341848481338,0.024784919764829084,-0.04290564008492086,-0.45367822127200674,-0.3854992191739495,0.08368065057715496,-0.16912777067461413,0.4786202590906463,0.3825021397078582,0.1554698211387378,-0.3297875684042914,0.16777130253870143,0.32311052945283225,0.5584604366483297,0.8036664305104787,-0.16253757677507408,0.39021487080096806,0.39907327237961304,0.3609325387204707,0.05261930125661844,1.0191760604750928,0.9498315741466185,1.1525852964673873,0.9549137101543801,0.8219157338968228
real_0008,-0.18457008115983567,0.6797517907691956,-0.319133296872993,-0.7422161836898433,0.21708009643242965,0.011463701370115908,0.00719445550606376,-0.13384963935585786,-0.08075169533638471,0.3669979660419987,0.44396265981285177,0.6057536814075857,0.20232202029431692,-0.18040123582611198,-0.035925284736468166,-0.36394072715292863,0.05527180372358584,-0.4399660850650804,-0.16511470295456396,-0.9484516993628497,0.06765775845830643,-0.2047322188212313,-0.06783698655751354,-0.5150508017015261,-1.1692415976613042,-0.9404665605530995,0.3787744487918112,0.18353837162584394,-0.06820631043858275,-0.1467209932838751,0.276693309623057,-0.44316759280825957,-0.5720595893744251,-0.3189314085332786,0.6650833062554631,0.22512011277379448,0.44310652910407494,-0.1996568643663489,-0.7484430382190704,-0.8547594186604327,0.14841924099469828,-0.07861593074568998,0.17896112262138783,-0.1011400874105147,-0.31288428439689003,0.13807163667378933,-0.4829942911095447,-0.16295980773916177,-0.13843943809396056,0.18575486531513258,-0.18003069843820546,-0.1022312301990247,-0.1328982845367817,-0.18750049121503712,-0.5603656500590921,0.17256054175791982,-0.2982408597928333,-0.5908985596268862,-0.3239133307207326,-0.09493915569201457,-0.35574654158279495,-0.3989997953342012,0.21817661940707758,-0.5687943380412891,-0.3096657849717424,0.9525636111484627,1.1950066892048437,1.0896198727872408,0.7445967110059544,0.7801225928352644
real_0009,0.3658486770085878,0.337600177774143,-0.6035556731147953,-0.563271111656329,-0.16908136259387835,-0.15038166827900531,0.35907339452164305,0.22309126482179206,-0.2800726861826447,-0.055125927109460696,0.48938105971952806,0.3198129238610973,0.3161846740040819,-0.07283477433167992,0.2604246293376688,-0.4868824756738667,0.009778790922823171,0.6843822556808895,-0.149587767724475,-0.6296389847588943,-0.2845253529896151,-0.7743346824508436,0.013045040626975486,0.505579148878571,0.37924460250952385,0.8932477193362595,-0.5680492898516535,-0.33918251975729735,-0.4978267756947528,0.1682349042017095,0.43752244859638845,0.20086392286817797,0.3010396660470197,-0.5016407218579793,-0.9384292394549759,-0.4169768144999983,0.6021969753647762,0.28201659549865526,0.0018931442742991537,0.6250399525410412,-0.32217448666307685,-1.1755458477193685,-0.6134731049383904,0.4960491181368529,-0.39874322237661275,0.2509675893380944,-0.8152057900338787,-0.8853277168111873,-0.6629447469733726,0.013462430197582729,0.28703449375061735,-0.13012621368560728,-0.5283130049456879,0.033721442329352085,0.13716437728566735,0.22421297632849102,-0.1867633989824307,-0.1587772754793628,0.3913256182945355,-0.10072318141654119,0.08429368375287487,-0.4592665029724664,-0.5283539921089042,0.029360531143941052,-0.518883900320969,0.9974798263743567,1.0873982862981562,0.6628805365230384,1.013983916198965,1.5704082193190154
